,elements,temp,conv,comp,filename,flow,support,bet,pressure,selectivity,title
17,Pd,573.15,9.3,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,37.1|COselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
18,Pd,573.15,9.1,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,,Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
19,Pd,573.15,5.0,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,,Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
20,Pd,573.15,9.1,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,35.6|CH3OHselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
21,Pd,573.15,9.1,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,50.0|CH3OHselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
22,Pd,573.15,9.1,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,64.4|COselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
23,Pd,573.15,9.1,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,49.9|COselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
24,Pd,773.15,7.8,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,,Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
25,Pd,773.15,4.3,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,,Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
26,Pd,773.15,7.8,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,50.1|CH3OHselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
27,Pd,773.15,7.8,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,69.6|CH3OHselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
28,Pd,773.15,7.8,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,49.9|COselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
29,Pd,773.15,7.8,"{'H2': ""'69'"", 'CO2': ""'23'"", 'N2': ""'8'""}",Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity ,3600.0|mLh−1g−1,ZnOAl2O3,"['43.4', 'm2g−1),']",3|MPa,30.3|COselectivity(%),Methanol synthesis from CO2 and H2 over Pd/ZnO/Al2O3: Catalyst structure dependence of methanol selectivity 
0,Al2O3Ru,473.15,80.0,"{'H2': '5.0', 'He': '20.0'}",Ru/Al2O3 catalyzed CO2 hydrogenation: Oxygen-exchange on metal-support interfaces ,100.0|mL/min.,Al2O3,"['196.5', 'm2/g']",,,Ru/Al2O3 catalyzed CO2 hydrogenation: Oxygen-exchange on metal-support interfaces 
0,KAl2O3FeCo,673.15,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
1,KAl2O3FeCo,1073.15,5.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
2,KAl2O3FeCo,1073.15,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
3,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
4,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,9.4|COselectivity(%),Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
5,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,23.0|C1,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
6,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,11.2|C2=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
7,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,2.2|C2-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
8,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,14.3|C3=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
9,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.7|C3-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
10,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,11.5|C4=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
11,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.8|C4−,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
12,KAl2O3FeCo,,49.0,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,24.9|C5+,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
13,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
14,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,12.7|COselectivity(%),Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
15,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,21.8|C1,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
16,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,10.9|C2=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
17,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.9|C2-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
18,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,13.8|C3=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
19,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.7|C3-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
20,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,12.4|C4=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
21,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.8|C4−,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
22,KAl2O3FeCo,,45.9,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,23.0|C5+,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
23,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
24,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,14.8|COselectivity(%),Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
25,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,18.5|C1,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
26,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,10.8|C2=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
27,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.8|C2-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
28,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,14.7|C3=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
29,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.7|C3-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
30,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,12.8|C4=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
31,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.9|C4−,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
32,KAl2O3FeCo,,41.4,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,23.0|C5+,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
33,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
34,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,24.5|COselectivity(%),Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
35,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,13.8|C1,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
36,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,9.2|C2=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
37,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.4|C2-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
38,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,12.6|C3=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
39,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.3|C3-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
40,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,11.2|C4=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
41,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.6|C4−,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
42,KAl2O3FeCo,,37.6,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,24.4|C5+,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
43,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
44,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,28.9|COselectivity(%),Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
45,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,13.5|C1,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
46,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,8.3|C2=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
47,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.3|C2-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
48,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,11.3|C3=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
49,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.3|C3-,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
50,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,10.6|C4=,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
51,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,1.6|C4−,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
52,KAl2O3FeCo,,37.2,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",,23.2|C5+,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
53,MnFe,613.15,30.0,3|H2/CO2,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",20|bar,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
54,Fe,633.15,26.3,3|H2/CO2,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,CNT,"['98', 'm2/g.']",25|bar,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
55,Fe,633.15,25.2,3|H2/CO2,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,CNT,"['98', 'm2/g.']",25|bar,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
56,Fe,633.15,14.5,3|H2/CO2,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,SiO2,"['98', 'm2/g.']",25|bar,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
57,KFe,613.15,38.0,3|H2/CO2,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",20|bar,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
58,KFe,613.15,43.0,3|H2/CO2,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",20|bar,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
59,NaFe,593.15,40.5,3|H2/CO2,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",30|bar,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
60,Co,593.15,37.6,3|H2/CO2,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins ,3600.0|mL(,Al2O3,"['98', 'm2/g.']",20|bar,,Structure–activity relationships of Fe-Co/K-Al2O3 catalysts calcined at different temperatures for CO2 hydrogenation to light olefins 
0,MoO3,873.0,38.0,{'CO': '2.0'},C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\1010160360-3199(95)00002-U.xml,,,"['35-36', 'm2g']",,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\1010160360-3199(95)00002-U.xml
1,MoO3,903.0,26.0,{'CO': '2.0'},C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\1010160360-3199(95)00002-U.xml,,,"['35-36', 'm2g']",,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\1010160360-3199(95)00002-U.xml
0,Ni,603.15,7.9,"{'CO2': ""'1'"", 'H2': ""'3'"", 'He': ""'0.25'"", 'Ar': ""'4.1'""}",CNx stabilized Ni-Ga nanoparticles for CO2 hydrogenation: Role of preparation methods ,100.0|ml/min.,,,,,CNx stabilized Ni-Ga nanoparticles for CO2 hydrogenation: Role of preparation methods 
0,MgCe,523.0,6.4,{'nH2/nCO2': '3.0'},"Methanol synthesis from CO2 hydrogenation over La–M–Cu–Zn–O (M = Y, Ce, Mg, Zr) catalysts derived from perovskite-type precursors ",3600.0|h−1.,CuO,"['3', 'm2g−1)']",5.0|MPa,,"Methanol synthesis from CO2 hydrogenation over La–M–Cu–Zn–O (M = Y, Ce, Mg, Zr) catalysts derived from perovskite-type precursors "
